[ 14.6  54. ]
[ 15.3  20. ],[ 15.3  21. ],[ 15.3  22. ],[ 15.3  23. ],[ 15.3  24. ],[ 15.3  62. ],[ 15.3  63. ],[ 15.3  64. ],[ 15.3  65. ],[ 15.3  66. ]
[ 16.1  38. ]
[ 16.545  79.   ],[ 16.545  80.   ],[ 16.545  81.   ],[ 16.545  82.   ],[ 16.545  83.   ],[ 16.8  19. ]
[ 17.3  70. ]
[ 17.9  86. ]
[ 18.6  16. ]
[ 19.  84.],[ 19.1  25. ],[ 19.3  85. ],[  19.6  132. ],[ 19.9  78. ],[  19.9  117. ]
[ 20.3  41. ],[  20.4  115. ],[ 20.53  56.  ],[ 20.53  57.  ],[ 20.53  58.  ],[ 20.53  59.  ],[ 20.53  60.  ]
[ 21.4  48. ],[ 21.4  49. ],[ 21.4  50. ],[ 21.4  51. ],[ 21.4  52. ],[  21.5  102. ],[ 21.6  93. ]
[ 22.3  69. ]
[ 22.75  32.  ],[ 22.75  33.  ],[ 22.75  34.  ],[ 22.75  35.  ],[ 22.75  36.  ]
[ 23.35  92.  ],[ 23.6  17. ],[  23.85  110.  ],[  23.85  111.  ],[  23.85  112.  ],[  23.85  113.  ],[  23.85  114.  ],[ 24.15  73.  ],[ 24.15  74.  ],[ 24.15  75.  ],[ 24.15  76.  ],[ 24.15  77.  ],[ 24.254  95.   ]
[  24.6  134. ]
[ 25.6  67. ],[ 25.85  42.  ]
[ 26.62  72.  ]
[ 29.35  97.  ],[ 29.35  98.  ],[ 29.35  99.  ],[  29.35  100.  ],[  29.35  101.  ]
[ 29.85  40.  ]
[ 30.45  26.  ],[  30.68  121.  ],[  30.68  122.  ],[  30.68  123.  ],[  30.68  124.  ],[  30.68  125.  ],[ 30.85  43.  ],[ 30.85  44.  ],[ 30.85  45.  ],[ 30.85  46.  ],[ 30.85  47.  ]
[ 32.05  87.  ],[ 32.05  88.  ],[ 32.05  89.  ],[ 32.05  90.  ],[ 32.05  91.  ]
[  33.3  104. ],[  33.3  105. ],[  33.3  106. ],[  33.3  107. ],[  33.3  108. ]
[  34.05  119.  ]
[ 34.35  55.  ]
[  35.85  120.  ]
[  36.6  116. ],[ 36.8  68. ],[ 36.85  53.  ],[  37.05  127.  ],[  37.05  128.  ],[  37.05  129.  ],[  37.05  130.  ],[  37.05  131.  ]
[ 37.35  96.  ],[ 37.55  27.  ],[ 37.55  28.  ],[ 37.55  29.  ],[ 37.55  30.  ],[ 37.55  31.  ],[ 37.65  11.  ],[ 37.65  12.  ],[ 37.65  13.  ],[ 37.65  14.  ],[ 37.65  15.  ],[ 37.8  18. ]
[ 38.65  71.  ]
[  39.85  133.  ]
[ 40.35   6.  ],[ 40.35   7.  ],[ 40.35   8.  ],[ 40.35   9.  ],[ 40.35  10.  ],[ 40.4  94. ],[ 40.65   1.  ],[ 40.65   2.  ],[ 40.65   3.  ],[ 40.65   4.  ],[ 40.65   5.  ],[ 40.65  37.  ],[ 40.65  39.  ],[ 40.65  61.  ],[  40.65  103.  ],[  40.65  109.  ],[  40.65  118.  ],[  40.65  126.  ]
